Snapshot_Date,SalesPerson_Name,SalesPersonID,AccountManager_ID,AccountManager_Name,country_id,country_name,Company,Vendor ID,Vendor,Balance Outstanding,Future_Aging,Aging_0_30,Aging_31_60,Aging_61_90,Aging_91_120,Aging_121_180,Aging_181_360,Above_361_Aging,%GT,LP Date,Vendor LP Amount
2023-11-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,3382939.59,105540.49,652670.4,509245.98,671528.76,704803.25,613103.37,231587.84,0.0,0.1,2023-09-10 14:10:51.567226,623256.4
2023-12-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4064248.07,138607.15,886494.24,588015.06,623724.84,606686.45,677013.48,542158.32,140155.67,0.09,2023-09-10 14:10:51.567226,623256.4
2024-01-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,3389823.45,55776.71,544711.85,773342.47,588361.56,714438.82,581197.37,187771.37,0.0,0.04,2023-12-12 14:10:51.567514,969656.87
2024-02-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,3947481.63,154496.07,768952.87,594549.11,696267.89,552944.43,710589.54,499828.52,124349.27,0.12,2023-12-12 14:10:51.567514,969656.87
2024-03-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4444867.51,100184.25,752232.19,708068.69,677968.7,575210.19,584457.58,716953.97,429976.18,0.13,2023-12-12 14:10:51.567514,969656.87
2024-04-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,3607267.19,125363.0,841449.56,735589.68,601217.17,669713.89,629322.98,129973.91,0.0,0.06,2024-03-17 14:10:51.567796,1407555.3
2024-05-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4121338.95,102395.97,688577.47,870539.89,722135.14,657224.99,618113.21,466249.04,98499.21,0.14,2024-03-17 14:10:51.567796,1407555.3
2024-06-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,3817022.76,194177.97,897735.77,707013.17,783909.46,700059.34,648865.28,79439.74,0.0,0.06,2024-05-05 14:10:51.568175,955973.44
2024-07-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4108920.65,30922.82,630310.29,801040.4,748380.99,698845.31,662239.24,519743.03,48361.4,0.04,2024-05-05 14:10:51.568175,955973.44
2024-08-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4542392.07,116420.14,573982.43,695052.0,844277.48,701926.67,738058.09,626654.12,362441.29,0.14,2024-05-05 14:10:51.568175,955973.44
2024-09-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,3672142.43,147067.41,637024.81,697376.78,612100.03,902577.48,723758.0,99305.32,0.0,0.15,2024-08-15 14:10:51.568474,1368073.86
2024-10-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4246675.39,100910.46,717431.92,763958.02,654703.23,579148.02,882811.3,585232.71,63390.19,0.06,2024-08-15 14:10:51.568474,1368073.86
2024-11-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4764961.63,133675.12,665075.46,838860.78,751572.41,559175.7,738579.31,734493.45,477204.53,0.06,2024-08-15 14:10:51.568474,1368073.86
2024-12-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,3902992.45,79734.29,750087.53,685384.36,833259.63,784367.33,642312.05,207581.55,0.0,0.06,2024-11-28 14:10:51.568751,1459289.23
2025-01-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4391604.57,142259.61,732500.67,709224.58,785832.16,731762.87,771811.63,515859.01,144613.64,0.08,2024-11-28 14:10:51.568751,1459289.23
2025-02-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4906229.78,75586.56,714142.92,704526.73,749896.79,835997.14,639970.1,760925.14,500770.96,0.04,2024-11-28 14:10:51.568751,1459289.23
2025-03-01,Daniel Wagner,4,3,Monica Herrera,1,United Kingdom,Henderson-Owens,25,Brandon Hopkins,4632327.41,109711.08,733636.0,794755.23,745827.2,671378.13,845492.84,647159.75,194078.27,0.1,2025-02-27 14:10:51.569053,842204.52
2023-04-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,41550.62,3857.91,20775.31,12465.19,4155.06,2077.53,1246.52,415.51,415.51,0.05,,0.0
2023-05-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,57523.55,1846.98,22447.81,18624.29,9740.29,3012.55,2046.27,945.84,706.51,0.05,,0.0
2023-06-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,75098.12,4458.61,26021.28,20108.98,15348.83,7911.79,2550.84,1835.09,1321.31,0.13,,0.0
2023-07-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,73762.2,3123.91,26972.92,20935.21,19445.03,6409.03,0.0,0.0,0.0,0.07,2023-06-19 14:10:51.569436,18617.82
2023-08-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,94115.35,5084.78,27607.21,26116.65,20321.75,15248.66,4821.08,0.0,0.0,0.08,2023-06-19 14:10:51.569436,18617.82
2023-09-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,110677.49,4755.17,23265.31,27393.39,24819.47,19821.9,11721.2,3656.22,0.0,0.04,2023-06-19 14:10:51.569436,18617.82
2023-10-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,80275.47,3578.41,26890.36,23496.06,28890.71,998.34,0.0,0.0,0.0,0.12,2023-09-20 14:10:51.569717,49729.76
2023-11-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,102071.42,6513.75,28838.44,27838.24,23670.47,21011.94,712.33,0.0,0.0,0.09,2023-09-20 14:10:51.569717,49729.76
2023-12-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,124153.77,4305.08,28347.49,30513.44,27515.8,22855.1,14359.39,562.55,0.0,0.06,2023-09-20 14:10:51.569717,49729.76
2024-01-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,125570.27,3663.03,28434.81,29894.91,26646.52,28553.54,12040.49,0.0,0.0,0.04,2023-12-25 14:10:51.570024,17406.49
2024-02-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,145153.93,4349.21,30559.6,29073.31,26175.65,29191.5,20859.31,9294.55,0.0,0.08,2023-12-25 14:10:51.570024,17406.49
2024-03-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,161474.32,3602.59,22706.76,30768.81,32267.78,26861.4,25256.34,16717.27,6895.95,0.14,2023-12-25 14:10:51.570024,17406.49
2024-04-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,113904.26,4365.15,26385.25,27346.66,33015.36,27156.99,0.0,0.0,0.0,0.08,2024-03-15 14:10:51.570318,67982.68
2024-05-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,133332.37,3462.44,29775.96,26477.79,25844.85,29948.68,21285.08,0.0,0.0,0.13,2024-03-15 14:10:51.570318,67982.68
2024-06-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,155814.68,2677.8,31920.97,29977.44,23982.52,28091.42,27433.74,14408.58,0.0,0.11,2024-03-15 14:10:51.570318,67982.68
2024-07-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,102340.85,4068.84,27882.51,26860.48,30291.57,17306.29,0.0,0.0,0.0,0.03,2024-06-15 14:10:51.570598,69596.23
2024-08-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,120018.45,4256.36,24618.14,28976.51,26220.05,28400.53,11803.22,0.0,0.0,0.1,2024-06-15 14:10:51.570598,69596.23
2024-09-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,136516.46,3745.49,24653.23,25739.22,29168.78,27897.13,21384.58,7673.52,0.0,0.07,2024-06-15 14:10:51.570598,69596.23
2024-10-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,105830.19,3399.7,22772.02,26352.71,26617.92,29849.13,238.42,0.0,0.0,0.06,2024-09-25 14:10:51.570883,47115.42
2024-11-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,122220.18,2347.59,22021.11,24111.81,29211.82,26589.84,20132.23,153.38,0.0,0.11,2024-09-25 14:10:51.570883,47115.42
2024-12-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,143462.72,5694.55,26476.9,23340.27,25057.48,27578.29,27204.26,13704.04,101.49,0.12,2024-09-25 14:10:51.570883,47115.42
2025-01-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,111875.1,2756.95,32432.95,26058.81,22340.49,22722.47,8320.37,0.0,0.0,0.13,2024-12-24 14:10:51.571628,54692.97
2025-02-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,132892.15,6029.07,29293.87,34350.28,22510.97,21076.58,20131.27,5529.19,0.0,0.07,2024-12-24 14:10:51.571628,54692.97
2025-03-01,Allison Hill,1,3,Monica Herrera,3,Saudi Arabia,Brown Ltd,26,Megan Joyce,152045.61,2758.47,29509.37,31950.62,28886.13,23329.87,18128.52,16910.33,3330.76,0.1,2024-12-24 14:10:51.571628,54692.97
2023-04-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,43418.46,2399.12,21709.23,13025.54,4341.85,2170.92,1302.55,434.18,434.18,0.04,,0.0
2023-05-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,61782.43,2466.13,24447.47,18274.86,12024.74,3329.09,1798.33,1139.4,768.55,0.14,,0.0
2023-06-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,82526.8,4710.44,25724.73,24232.04,16689.51,9529.37,3114.7,1708.6,1527.85,0.13,,0.0
2023-07-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,87133.39,4455.94,26304.45,25984.13,20807.86,14036.95,0.0,0.0,0.0,0.01,2023-06-12 14:10:51.572491,13888.5
2023-08-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,103260.67,2056.41,22656.36,29524.33,23574.54,17880.31,9625.13,0.0,0.0,0.08,2023-06-12 14:10:51.572491,13888.5
2023-09-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,120830.55,4839.91,24929.81,23315.01,29813.12,19825.55,15269.0,7678.07,0.0,0.03,2023-06-12 14:10:51.572491,13888.5
2023-10-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,103225.29,2745.08,28266.11,20789.3,27132.47,25069.46,1967.95,0.0,0.0,0.09,2023-09-20 14:10:51.572787,36096.93
2023-11-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,126417.35,3811.09,30739.07,28002.26,20629.22,26429.66,19197.03,1420.1,0.0,0.07,2023-09-20 14:10:51.572787,36096.93
2023-12-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,142423.59,1894.37,22954.09,34600.18,24650.91,20390.26,26346.43,12571.66,910.06,0.09,2023-09-20 14:10:51.572787,36096.93
2024-01-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,144572.92,3628.46,30687.13,28156.48,27587.04,25250.82,20240.18,12651.27,0.0,0.09,2023-12-24 14:10:51.573529,20441.02
2024-02-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,168252.44,4597.21,34718.29,26054.38,30130.46,24504.6,26593.73,17704.5,8546.48,0.07,2023-12-24 14:10:51.573529,20441.02
2024-03-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,189072.83,2428.63,31698.11,33450.05,22749.64,31265.3,23649.99,25577.18,20682.55,0.14,2023-12-24 14:10:51.573529,20441.02
2024-04-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,166387.88,2336.98,27527.95,34728.33,28614.3,25974.45,28792.0,20750.85,0.0,0.08,2024-03-21 14:10:51.573905,41038.53
2024-05-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,183580.45,4952.44,27159.75,31362.96,29506.43,26655.7,28039.57,24563.75,16292.28,0.15,2024-03-21 14:10:51.573905,41038.53
2024-06-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,202515.8,3350.9,27140.04,27479.22,31169.61,29658.61,29170.82,22339.37,35558.14,0.09,2024-03-21 14:10:51.573905,41038.53
2024-07-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,164964.88,3100.04,26978.24,23643.08,29471.13,32044.77,29635.65,23192.01,0.0,0.07,2024-06-10 14:10:51.574204,55058.7
2024-08-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,182892.06,2322.95,26140.84,23864.55,28201.31,28102.54,35441.95,24138.0,17002.87,0.09,2024-06-10 14:10:51.574204,55058.7
2024-09-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,206384.39,2782.93,33178.2,24819.9,23518.14,27699.63,33618.22,31501.1,32049.2,0.11,2024-06-10 14:10:51.574204,55058.7
2024-10-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,169255.73,5584.46,25831.94,35900.11,20417.98,24617.79,33805.13,28682.78,0.0,0.1,2024-09-14 14:10:51.574482,56153.4
2024-11-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,188268.03,4854.57,27753.94,28494.99,29083.76,22094.13,31274.49,28707.58,20859.15,0.06,2024-09-14 14:10:51.574482,56153.4
2024-12-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,205364.77,1715.07,24042.27,26906.24,31715.76,27241.36,20953.97,31734.16,42771.01,0.02,2024-09-14 14:10:51.574482,56153.4
2025-01-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,198468.32,4090.49,27983.62,24390.41,31692.37,28967.16,23817.09,26959.76,34657.91,0.12,2024-12-28 14:10:51.574752,28410.4
2025-02-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,215907.55,3930.24,28302.58,25985.07,23390.62,33911.69,24111.76,27167.87,53037.95,0.1,2024-12-28 14:10:51.574752,28410.4
2025-03-01,Cristian Santos,5,2,Ryan Munoz,3,Saudi Arabia,Herrera and Sons,27,Scott Wright,238794.25,4476.17,33267.37,26792.56,24703.61,27489.01,30218.84,23802.03,72520.83,0.1,2024-12-28 14:10:51.574752,28410.4
2023-04-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,42641.13,5233.02,12792.34,10660.28,8528.23,6396.17,2132.06,1279.23,852.82,0.12,,0.0
2023-05-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,65455.7,5735.18,27391.5,10791.39,10854.84,7650.86,4945.59,2133.15,1688.38,0.09,,0.0
2023-06-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,91562.98,7703.24,33328.45,23746.43,10872.89,9890.96,6578.1,4007.89,3138.26,0.13,,0.0
2023-07-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,88920.45,4694.18,38884.29,33390.1,16646.07,0.0,0.0,0.0,0.0,0.07,2023-06-08 14:10:51.575338,33998.2
2023-08-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,118934.36,6805.82,38802.89,40012.73,27933.05,12185.68,0.0,0.0,0.0,0.13,2023-06-08 14:10:51.575338,33998.2
2023-09-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,152114.95,9549.94,42991.42,39572.0,39301.22,21758.02,8492.29,0.0,0.0,0.14,2023-06-08 14:10:51.575338,33998.2
2023-10-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,110164.18,5559.01,38848.85,46843.1,24472.23,0.0,0.0,0.0,0.0,0.03,2023-09-05 14:10:51.575629,69617.55
2023-11-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,136745.62,4630.65,39779.57,38082.29,41514.61,17369.15,0.0,0.0,0.0,0.04,2023-09-05 14:10:51.575629,69617.55
2023-12-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,167508.9,7791.16,41426.23,43668.38,36525.49,32980.86,12907.94,0.0,0.0,0.04,2023-09-05 14:10:51.575629,69617.55
2024-01-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,129482.09,5428.38,34359.85,48684.09,40894.61,5543.54,0.0,0.0,0.0,0.14,2023-12-04 14:10:51.575956,63252.26
2024-02-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,152551.51,4323.03,34454.72,33586.05,48353.75,32027.01,4129.97,0.0,0.0,0.04,2023-12-04 14:10:51.575956,63252.26
2024-03-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,177793.34,3167.43,37018.62,35364.18,36950.96,41320.13,24506.06,2633.4,0.0,0.05,2023-12-04 14:10:51.575956,63252.26
2024-04-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,126415.31,5801.83,35123.75,34484.51,38769.2,18037.85,0.0,0.0,0.0,0.02,2024-03-06 14:10:51.576256,73995.39
2024-05-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,146788.06,5599.18,28434.62,38676.77,32049.02,35734.13,11893.52,0.0,0.0,0.13,2024-03-06 14:10:51.576256,73995.39
2024-06-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,178383.75,7147.43,42774.22,30250.4,35281.92,31821.9,30468.73,7786.58,0.0,0.04,2024-03-06 14:10:51.576256,73995.39
2024-07-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,162916.97,3477.11,37606.47,33365.99,36087.32,30413.66,25443.54,0.0,0.0,0.08,2024-06-07 14:10:51.576538,36466.68
2024-08-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,189641.67,7965.64,34363.41,38914.85,32729.68,33913.63,31665.66,18054.45,0.0,0.12,2024-06-07 14:10:51.576538,36466.68
2024-09-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,212007.56,5772.79,32483.54,37608.8,34085.24,36438.44,28914.94,30222.07,12254.54,0.12,2024-06-07 14:10:51.576538,36466.68
2024-10-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,196095.7,5491.03,37160.48,36274.83,36492.88,30892.37,36817.62,18457.51,0.0,0.13,2024-09-07 14:10:51.576828,43051.38
2024-11-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,217154.69,4574.48,30085.27,36416.24,39841.62,30929.41,34330.95,33855.69,11695.5,0.14,2024-09-07 14:10:51.576828,43051.38
2024-12-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,238222.24,3798.01,30000.26,33253.79,36794.84,38814.54,28247.88,37443.08,33667.85,0.09,2024-09-07 14:10:51.576828,43051.38
2025-01-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,202373.99,4210.7,31619.1,29364.82,36326.27,41843.0,32663.96,28418.37,2138.47,0.03,2024-12-11 14:10:51.577116,60122.38
2025-02-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,225644.2,5795.95,32824.11,29883.32,32373.74,42043.72,34620.91,31454.25,22444.14,0.12,2024-12-11 14:10:51.577116,60122.38
2025-03-01,Noah Rhodes,2,4,Jamie Arnold,3,Saudi Arabia,Ramos PLC,28,Donald Wright,250014.53,6313.01,34321.35,30973.89,31924.21,34244.6,43190.99,33643.34,41716.15,0.04,2024-12-11 14:10:51.577116,60122.38
2023-04-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,43685.63,5505.75,13105.69,10921.41,8737.13,6552.84,2184.28,1310.57,873.71,0.12,,0.0
2023-05-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,63260.57,2769.71,24649.64,10570.99,10934.42,7732.11,5593.85,1921.99,1857.56,0.1,,0.0
2023-06-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,84104.35,4805.08,27276.27,22434.29,9749.57,10145.51,7319.05,3947.84,3231.81,0.02,,0.0
2023-07-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,77079.04,4295.81,25082.07,24680.17,16815.92,10500.88,0.0,0.0,0.0,0.08,2023-06-29 14:10:51.577659,21877.24
2023-08-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,98609.2,3669.24,28256.38,26031.78,21789.81,14770.87,7760.36,0.0,0.0,0.09,2023-06-29 14:10:51.577659,21877.24
2023-09-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,117754.7,4220.22,25815.35,30764.82,24749.8,18916.46,11559.76,5948.52,0.0,0.04,2023-06-29 14:10:51.577659,21877.24
2023-10-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,114471.81,4294.73,25364.86,30550.64,27554.26,22234.15,8767.9,0.0,0.0,0.14,2023-09-22 14:10:51.577961,21534.65
2023-11-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,131053.8,3527.46,25694.24,24626.11,31714.21,24095.46,18530.96,6392.8,0.0,0.1,2023-09-22 14:10:51.577961,21534.65
2023-12-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,156951.03,3988.82,31953.01,27930.76,24022.71,31837.35,20122.98,16932.09,4152.12,0.08,2023-09-22 14:10:51.577961,21534.65
2024-01-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,144789.3,2851.22,28437.92,25833.53,27708.45,29955.09,24871.33,7982.98,0.0,0.02,2023-12-24 14:10:51.578255,28387.04
2024-02-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,167424.54,5434.52,33010.92,24632.6,28647.75,25385.22,30406.77,19706.95,5634.32,0.13,2023-12-24 14:10:51.578255,28387.04
2024-03-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,191537.96,7079.7,31398.46,34737.73,21656.77,30787.98,27272.56,25304.22,20380.23,0.08,2023-12-24 14:10:51.578255,28387.04
2024-04-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,154335.92,3080.87,29639.03,34842.4,30350.52,22188.06,31696.01,5619.89,0.0,0.14,2024-03-08 14:10:51.578536,57276.23
2024-05-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,174755.0,3487.58,30080.51,28496.37,34347.0,29346.37,24945.25,23674.18,3865.31,0.08,2024-03-08 14:10:51.578536,57276.23
2024-06-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,197587.98,3679.13,31733.24,28484.07,28585.33,37350.1,25757.38,27196.38,18481.48,0.12,2024-03-08 14:10:51.578536,57276.23
2024-07-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,122153.78,5323.32,29373.42,31423.58,25768.86,34748.51,839.4,0.0,0.0,0.07,2024-06-30 14:10:51.579398,93637.76
2024-08-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,141563.11,3514.92,26865.49,31472.19,29521.94,25079.49,27971.26,652.73,0.0,0.1,2024-06-30 14:10:51.579398,93637.76
2024-09-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,169696.13,7446.04,35041.97,28123.0,30688.18,30946.28,23327.15,21053.78,515.77,0.13,2024-06-30 14:10:51.579398,93637.76
2024-10-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,159874.8,2477.5,29319.72,31105.34,30434.86,29472.9,30914.69,8627.29,0.0,0.06,2024-09-04 14:10:51.579693,29380.98
2024-11-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,175742.38,4286.71,24689.84,31879.01,25995.03,33960.66,27843.13,24763.23,6611.48,0.13,2024-09-04 14:10:51.579693,29380.98
2024-12-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,200487.67,7221.34,33313.89,28858.59,26258.17,29789.24,29047.02,27149.78,26070.97,0.08,2024-09-04 14:10:51.579693,29380.98
2025-01-01,Allison Hill,1,1,Gabrielle Davis,2,United Arab Emirates,Novak and Sons,29,Matthew Fernandez,163141.05,2725.17,27531.39,36852.3,28119.34,24958.82,30501.83,15177.36,0.0,0.06,2024-12-08 14:10:51.580021,57204.84
